3,7,20  algorithm: U' [3B L2 3B',2R'] U
3,7,21  algorithm: [U 3F U',2F2]
3,7,22  algorithm: [U' 2R2 U,3F']
3,7,23  algorithm: [2F' L' 2F,3R2]
3,7,24  algorithm: L2 [U 2L2 U',3B] L2
3,8,9  algorithm: U2 [3D F' 3D',2B] U2
3,8,10  algorithm: U2 [3D F2 3D',2B] U2
3,8,11  algorithm: [2F' L2 2F,3R]
3,8,12  algorithm: [2L' U 2L,3D]
3,8,13  algorithm: U2 [R' 3D2 R,2B] U2
3,8,14  algorithm: U2 [R2 3D2 R2,2B'] U2
3,8,15  algorithm: U2 [R 3D2 R',2B] U2
3,8,16  algorithm: [L' 2F L,3D2]
3,8,17  algorithm: [2F' L2 2F,3R']
3,8,18  algorithm: U2 [3D' B2 3D,2B] U2
3,8,19  algorithm: U2 [D' 2B' D,3L] U2
3,8,20  algorithm: [2R' U' 2R,3D']
3,8,21  algorithm: U2 [D' 2B' D,3L2] U2
3,8,22  algorithm: U2 [L' 3F L,2B] U2
3,8,23  algorithm: [2F' L2 2F,3R2]
3,8,24  algorithm: U2 [L 3B' L',2B] U2
3,9,10  algorithm: [3U 2F' 3U', F]
3,9,11  algorithm: [F2,3L 2F2 3L']
3,9,12  algorithm: [3D 2F 3D',F']
3,9,13  algorithm: [3F' U 3F,2U']
3,9,14  algorithm: U2 [D' 3L' D,2B] U2
3,9,15  algorithm: U2 [2U' R2 2U,3L] U2
3,9,16  algorithm: [3R' F2 3R,2F']
3,9,17  algorithm: [F' 3R F,2U2]
3,9,18  algorithm: U2 [B' 2U2 B,3L] U2
3,9,19  algorithm: 
3,9,20  algorithm: U2 [B 2U2 B',3L] U2
3,9,21  algorithm: [3R' F2 3R,2F2]
3,9,22  algorithm: U2 [F 2R F',3L] U2
3,9,23  algorithm: U2 [D' 3L' D,2B2] U2
3,9,24  algorithm: U2 [F' 2L' F,3L] U2
3,10,11  algorithm: [U' 2R U,3R]
3,10,12  algorithm: [3D 2F 3D', F2]
3,10,13  algorithm: U' [3U' R 3U,2R'] U
3,10,14  algorithm: [2B U2 2B',3U']
3,10,15  algorithm: U' [D' 2R D,3B] U
3,10,16  algorithm: [3R' F 3R,2F']
3,10,17  algorithm: [U' 2R U,3R']
3,10,18  algorithm: [2L U 2L',3U2]
3,10,19  algorithm: U2 [U 2R U',3L] U2
3,10,20  algorithm: [B 3R B',2R2]
3,10,21  algorithm: [3R' F 3R,2F2]
3,10,22  algorithm: [U 3F2 U',2R']
3,10,23  algorithm: [U' 2R U,3R2]
3,10,24  algorithm: U' [D' 2R D,3B2] U
3,11,12  algorithm: [3D 2F 3D', F]
3,11,13  algorithm: [2D R2 2D',3R']
3,11,14  algorithm: [2D R 2D',3R']
3,11,15  algorithm: [3B U' 3B',2D]
3,11,16  algorithm: [D' 3R D,2F']
3,11,17  algorithm: [F2 2U2 F2,3R']
3,11,18  algorithm: [B 2D2 B',3R']
3,11,19  algorithm: [3L U2 3L',2D2]
3,11,20  algorithm: [B' 2D2 B,3R']
3,11,21  algorithm: [D' 3R D,2F2]
3,11,22  algorithm: [F' 2R F,3R']
3,11,23  algorithm: U2 [3L F2 3L',2B2] U2
3,11,24  algorithm: [F 2L' F',3R']
3,12,13  algorithm: F [3F' U 3F,2U'] F'
3,12,14  algorithm: U2 [3L F 3L',2B] U2
3,12,15  algorithm: U' [2R' F2 2R,3B] U
3,12,16  algorithm: [L' 2F L,3D]
3,12,17  algorithm: [U 2L' U',3R']
3,12,18  algorithm: [B' 3R B,2L2]
3,12,19  algorithm: U2 [U' 2L' U,3L] U2
3,12,20  algorithm: [2R' U' 2R,3D2]
3,12,21  algorithm: [3R' F' 3R,2F2]
3,12,22  algorithm: F2 [U 3F2 U',2R'] F2
3,12,23  algorithm: [U 2L' U',3R2]
3,12,24  algorithm: [U' 3B2 U,2L]
3,13,14  algorithm: [2B' 3R2 2B, R]
3,13,15  algorithm: [2D' 3R' 2D, R2]
3,13,16  algorithm: [R,2U' 3R 2U]
3,13,17  algorithm: [F' 3R F,2U']
3,13,18  algorithm: B' [F' 3R F,2U'] B
3,13,19  algorithm: U2 [2B' R 2B,3L] U2
3,13,20  algorithm: U' [3B' R2 3B,2R'] U
3,13,21  algorithm: [U 3F' U',2F2]
3,13,22  algorithm: [U' 2R2 U,3F]
3,13,23  algorithm: [2F R' 2F',3R2]
3,13,24  algorithm: D [U 3F' U',2F2] D'
3,14,15  algorithm: [2D' 3R' 2D, R]
3,14,16  algorithm: [R2,2B' 3R2 2B]
3,14,17  algorithm: [2F R2 2F',3R']
3,14,18  algorithm: [2L U 2L',3U']
3,14,19  algorithm: U2 [D' 2B D,3L] U2
3,14,20  algorithm: U2 [3U' B2 3U,2B'] U2
3,14,21  algorithm: U2 [D' 2B D,3L2] U2
3,14,22  algorithm: U2 [R' 3F' R,2B'] U2
3,14,23  algorithm: [2F R2 2F',3R2]
3,14,24  algorithm: U2 [R 3B R',2B'] U2
3,15,16  algorithm: [U' 3B U,2F']
3,15,17  algorithm: [2F R 2F',3R']
3,15,18  algorithm: U' [2D B 2D',3B'] U
3,15,19  algorithm: [3L U2 3L',2D]
3,15,20  algorithm: U' [D' 3B D,2R'] U
3,15,21  algorithm: [U' 3B U,2F2]
3,15,22  algorithm: U' [D' 3B D,2R2] U
3,15,23  algorithm: [2F R 2F',3R2]
3,15,24  algorithm: [U 2L2 U',3B']
3,16,17  algorithm: [3D B' 3D',2F]
3,16,18  algorithm: [3D B2 3D',2F]
3,16,19  algorithm: [3D B 3D',2F]
3,16,20  algorithm: [L' 3D' L,2F]
3,16,21  algorithm: U2 [2B' R2 2B,3L2] U2
3,16,22  algorithm: [R 3F' R',2F]
3,16,23  algorithm: [D' 2F' D,3R2]
3,16,24  algorithm: [R' 3B R,2F]
3,17,18  algorithm: [3R',U 2L U']
3,17,19  algorithm: [3L' 2F2 3L, B2]
3,17,20  algorithm: [3D' 2F 3D,B']
3,17,21  algorithm: [D' 3R' D,2F2]
3,17,22  algorithm: [B' 2R' B,3R]
3,17,23  algorithm: U2 [3L' B2 3L,2B2] U2
3,17,24  algorithm: [B 2L B',3R]
3,18,19  algorithm: [B',3U' 2F' 3U]
3,18,20  algorithm: [3D' 2F 3D, B2]
3,18,21  algorithm: [3R B' 3R',2F2]
3,18,22  algorithm: B' [B' 2R' B,3R] B
3,18,23  algorithm: [U 2L U',3R2]
3,18,24  algorithm: [U' 3B2 U,2L']
3,19,20  algorithm: [B',3L' 2F2 3L]
3,19,21  algorithm: [3R B2 3R',2F2]
3,19,22  algorithm: U2 [B 2R' B',3L'] U2
3,19,23  algorithm: U2 [D' 3L D,2B2] U2
3,19,24  algorithm: U2 [B' 2L B,3L'] U2
3,20,21  algorithm: [3R B 3R',2F2]
3,20,22  algorithm: [U 3F2 U',2R]
3,20,23  algorithm: [U' 2R' U,3R2]
3,20,24  algorithm: U' [D' 2R' D,3B2] U
3,21,22  algorithm: U2 [3L2,U 2R2 U'] U2
3,21,23  algorithm: 
3,21,24  algorithm: [2F2,U' 3B2 U]
3,22,23  algorithm: [U' 2R2 U,3R2]
3,22,24  algorithm: 
3,23,24  algorithm: [3R2,U 2L2 U']
4,5,6  algorithm: [3U 2L' 3U', L]
4,5,7  algorithm: [L2,3B 2L2 3B']
4,5,8  algorithm: [3D 2L 3D',L']
4,5,9  algorithm: [3L' U 3L,2U']
4,5,10  algorithm: U2 [D' 3B' D,2R] U2
4,5,11  algorithm: U2 [2U' F2 2U,3B] U2
4,5,12  algorithm: [3F' L2 3F,2L']
4,5,13  algorithm: [L' 3F L,2U2]
4,5,14  algorithm: U [U 3B' U',2B] U'
4,5,15  algorithm: U [R' 2B' R,3B2] U'
4,5,16  algorithm: U2 [R 2U2 R',3B] U2
4,5,17  algorithm: [3R' U' 3R,2U]
4,5,18  algorithm: [3F' L2 3F,2L]
4,5,19  algorithm: U [2B L' 2B',3L] U'
4,5,20  algorithm: U2 [2U B 2U',3B] U2
4,5,21  algorithm: U [2B L' 2B',3L2] U'
4,5,22  algorithm: U2 [D' 3B' D,2R2] U2
4,5,23  algorithm: U [U 3B' U',2B2] U'
4,5,24  algorithm: [3F' L2 3F,2L2]
4,6,7  algorithm: [U' 2F U,3F]
4,6,8  algorithm: [3D 2L 3D', L2]
4,6,9  algorithm: U [2B L2 2B',3L'] U'
4,6,10  algorithm: [2R U2 2R',3U']
4,6,11  algorithm: U' [D' 2F D,3R] U
4,6,12  algorithm: [3F' L 3F,2L']
4,6,13  algorithm: [U' 2F U,3F']
4,6,14  algorithm: [2B U 2B',3U2]
4,6,15  algorithm: U2 [U 2F U',3B] U2
4,6,16  algorithm: [R 3F R',2F2]
4,6,17  algorithm: U' [3U B 3U',2F'] U
4,6,18  algorithm: [3F' L 3F,2L]
4,6,19  algorithm: U [2B L2 2B',3L] U'
4,6,20  algorithm: U2 [3B L' 3B',2R'] U2
4,6,21  algorithm: [U 3L2 U',2F']
4,6,22  algorithm: [U' 2F U,3F2]
4,6,23  algorithm: U' [D' 2F D,3R2] U
4,6,24  algorithm: [3F' L 3F,2L2]
4,7,8  algorithm: [3D 2L 3D', L]
4,7,9  algorithm: [2D F2 2D',3F']
4,7,10  algorithm: [2D F 2D',3F']
4,7,11  algorithm: [3R U' 3R',2D]
4,7,12  algorithm: [D' 3F D,2L']
4,7,13  algorithm: [R2 2D2 R2,3F']
4,7,14  algorithm: [R 2D2 R',3F']
4,7,15  algorithm: [3B U2 3B',2D2]
4,7,16  algorithm: [R' 2D2 R,3F']
4,7,17  algorithm: [2D' B2 2D,3F']
4,7,18  algorithm: [D' 3F D,2L]
4,7,19  algorithm: [3L U 3L',2D']
4,7,20  algorithm: [2D' B' 2D,3F']
4,7,21  algorithm: [L' 2F L,3F']
4,7,22  algorithm: U [U 2R2 U',3F'] U'
4,7,23  algorithm: [L 2B' L',3F']
4,7,24  algorithm: [D' 3F D,2L2]
4,8,9  algorithm: U [3D F' 3D',2B] U'
4,8,10  algorithm: U [3D F2 3D',2B] U'
4,8,11  algorithm: U [3D F 3D',2B] U'
4,8,12  algorithm: [B' 2L B,3D]
4,8,13  algorithm: [U 2B' U',3F']
4,8,14  algorithm: [R' 3F R,2B2]
4,8,15  algorithm: U [R 3D2 R',2B] U'
4,8,16  algorithm: [2F' U' 2F,3D2]
4,8,17  algorithm: U [3D' B' 3D,2B] U'
4,8,18  algorithm: [3F' L' 3F,2L]
4,8,19  algorithm: U [D' 2B' D,3L] U'
4,8,20  algorithm: [2R' U2 2R,3D']
4,8,21  algorithm: U [D' 2B' D,3L2] U'
4,8,22  algorithm: [U 2B' U',3F2]
4,8,23  algorithm: [U' 3R2 U,2B]
4,8,24  algorithm: [3F' L' 3F,2L2]
4,9,10  algorithm: [2R' 3F2 2R, F]
4,9,11  algorithm: [2D' 3F' 2D, F2]
4,9,12  algorithm: [F,2U' 3F 2U]
4,9,13  algorithm: [L' 3F L,2U']
4,9,14  algorithm: U [D' 3L' D,2B] U'
4,9,15  algorithm: U [2U' R2 2U,3L] U'
4,9,16  algorithm: U [2U' R 2U,3L] U'
4,9,17  algorithm: [3R' U' 3R,2U2]
4,9,18  algorithm: [U 3L' U',2L]
4,9,19  algorithm: [B' 2L' B,3L2]
4,9,20  algorithm: U [B 2U2 B',3L] U'
4,9,21  algorithm: [U' 2F2 U,3L]
4,9,22  algorithm: [2L F' 2L',3F2]
4,9,23  algorithm: U [D' 3L' D,2B2] U'
4,9,24  algorithm: [U 3L' U',2L2]
4,10,11  algorithm: [2D' 3F' 2D, F]
4,10,12  algorithm: [F2,2R' 3F2 2R]
4,10,13  algorithm: [2L F2 2L',3F']
4,10,14  algorithm: [2B U 2B',3U']
4,10,15  algorithm: U2 [D' 2R D,3B] U2
4,10,16  algorithm: U2 [3U' R2 3U,2R'] U2
4,10,17  algorithm: U2 [B 3U2 B',2R'] U2
4,10,18  algorithm: [F' 2L' F,3U2]
4,10,19  algorithm: U [U 2R U',3L] U'
4,10,20  algorithm: U [B' 3L' B,2R2] U'
4,10,21  algorithm: U [U 2R U',3L2] U'
4,10,22  algorithm: [2L F2 2L',3F2]
4,10,23  algorithm: U [3L F' 3L',2B2] U'
4,10,24  algorithm: U2 [D' 2R D,3B2] U2
4,11,12  algorithm: [U' 3R U,2L']
4,11,13  algorithm: [2L F 2L',3F']
4,11,14  algorithm: U [3L F2 3L',2B] U'
4,11,15  algorithm: [3B U2 3B',2D]
4,11,16  algorithm: U' [D' 3R D,2F'] U
4,11,17  algorithm: [B 2L' B',3R2]
4,11,18  algorithm: [U' 3R U,2L]
4,11,19  algorithm: [3L U 3L',2D2]
4,11,20  algorithm: U2 [U 3R U',2R'] U2
4,11,21  algorithm: U' [D' 3R D,2F2] U
4,11,22  algorithm: [2L F 2L',3F2]
4,11,23  algorithm: [U 2B2 U',3R']
4,11,24  algorithm: [U' 3R U,2L2]
4,12,13  algorithm: [3D R' 3D',2L]
4,12,14  algorithm: [3D R2 3D',2L]
4,12,15  algorithm: [3D R 3D',2L]
4,12,16  algorithm: [B' 3D' B,2L]
4,12,17  algorithm: [B' 3D2 B,2L]
4,12,18  algorithm: [F2 3U2 F2,2L']
4,12,19  algorithm: [B 3D2 B',2L]
4,12,20  algorithm: [2R' U2 2R,3D2]
4,12,21  algorithm: [F 3L' F',2L]
4,12,22  algorithm: [D' 2L' D,3F2]
4,12,23  algorithm: [F' 3R F,2L]
4,12,24  algorithm: U [U 3B2 U',2L] U'
4,13,14  algorithm: [3F',U 2B U']
4,13,15  algorithm: [3B' 2L2 3B, R2]
4,13,16  algorithm: [3D' 2L 3D,R']
4,13,17  algorithm: [L' 2U L,3F]
4,13,18  algorithm: [D' 3F' D,2L]
4,13,19  algorithm: [2U' B2 2U,3F]
4,13,20  algorithm: [2U' B 2U,3F]
4,13,21  algorithm: [R' 2F' R,3F]
4,13,22  algorithm: U [U 2R2 U',3F] U'
4,13,23  algorithm: [R 2B R',3F]
4,13,24  algorithm: [D' 3F' D,2L2]
4,14,15  algorithm: [R',3U' 2L' 3U]
4,14,16  algorithm: [3D' 2L 3D, R2]
4,14,17  algorithm: U [3U' B 3U,2B'] U'
4,14,18  algorithm: [3F R' 3F',2L]
4,14,19  algorithm: U [D' 2B D,3L] U'
4,14,20  algorithm: U [3U' B2 3U,2B'] U'
4,14,21  algorithm: U [D' 2B D,3L2] U'
4,14,22  algorithm: [U 2B U',3F2]
4,14,23  algorithm: [U' 3R2 U,2B']
4,14,24  algorithm: [3F R' 3F',2L2]
4,15,16  algorithm: [R',3B' 2L2 3B]
4,15,17  algorithm: U2 [2D B2 2D',3B'] U2
4,15,18  algorithm: [3F R2 3F',2L]
4,15,19  algorithm: [3L U 3L',2D]
4,15,20  algorithm: U2 [D' 3B D,2R'] U2
4,15,21  algorithm: U [2B' R' 2B,3L2] U'
4,15,22  algorithm: U2 [D' 3B D,2R2] U2
4,15,23  algorithm: U [U 3B U',2B2] U'
4,15,24  algorithm: [3F R2 3F',2L2]
4,16,17  algorithm: U' [3D B' 3D',2F] U
4,16,18  algorithm: [3F R 3F',2L]
4,16,19  algorithm: U [2B' R2 2B,3L] U'
4,16,20  algorithm: [2R' U2 2R,3D]
4,16,21  algorithm: [U 3L2 U',2F]
4,16,22  algorithm: [U' 2F' U,3F2]
4,16,23  algorithm: U' [D' 2F' D,3R2] U
4,16,24  algorithm: [3F R 3F',2L2]
4,17,18  algorithm: [U' 3R' U,2L]
4,17,19  algorithm: U [B2,3R 2B2 3R'] U'
4,17,20  algorithm: [2R 3F2 2R',B']
4,17,21  algorithm: U' [D' 3R' D,2F2] U
4,17,22  algorithm: [2L' B 2L,3F2]
4,17,23  algorithm: [U 2B2 U',3R]
4,17,24  algorithm: [U' 3R' U,2L2]
4,18,19  algorithm: U [U' 2L U,3L] U'
4,18,20  algorithm: U2 [B2,2L' 3B2 2L] U2
4,18,21  algorithm: [B 3L B',2L']
4,18,22  algorithm: [D' 2L D,3F2]
4,18,23  algorithm: [B' 3R' B,2L']
4,18,24  algorithm: U [U 3B2 U',2L'] U'
4,19,20  algorithm: [B',2D 3F' 2D']
4,19,21  algorithm: [U' 2F2 U,3L']
4,19,22  algorithm: [2L' B' 2L,3F2]
4,19,23  algorithm: U [D' 3L D,2B2] U'
4,19,24  algorithm: [U 3L U',2L2]
4,20,21  algorithm: U [U 2R' U',3L2] U'
4,20,22  algorithm: [2L' B2 2L,3F2]
4,20,23  algorithm: U [3L' B' 3L,2B2] U'
4,20,24  algorithm: U2 [D' 2R' D,3B2] U2
4,21,22  algorithm: [U' 2F2 U,3F2]
4,21,23  algorithm: 
4,21,24  algorithm: U [3L2,U' 2L2 U] U'
4,22,23  algorithm: [3F2,U 2B2 U']
4,22,24  algorithm: 
4,23,24  algorithm: [U' 3R2 U,2L2]
5,6,9  algorithm: [2F' 3L 2F, L]
5,6,10  algorithm: [F' 2U' F,3U']
5,6,11  algorithm: [L',2U 3R2 2U']
5,6,12  algorithm: [3U 2L2 3U', L]
5,6,13  algorithm: R [R' 2U2 R,3U2] R'
5,6,14  algorithm: [R' 2U2 R,3U2]
5,6,15  algorithm: [3B2,R 2F2 R']
5,6,16  algorithm: [R' 3B2 R,2F2]
5,6,17  algorithm: B [B' 2U B,3U] B'
5,6,18  algorithm: [B' 2U B,3U]
5,6,19  algorithm: [2F' 3L' 2F, L]
5,6,20  algorithm: [L',3B' 2R' 3B]
5,6,21  algorithm: [D' 3B D,2F']
5,6,22  algorithm: [L',3B' 2R2 3B]
5,6,23  algorithm: [L',2U 3R' 2U']
5,6,24  algorithm: [3U 2L 3U', L]
5,7,9  algorithm: [2D' 3L2 2D, L2]
5,7,10  algorithm: [3F' 2R' 3F, L2]
5,7,11  algorithm: F2 [2D' 3L2 2D, L2] F2
5,7,12  algorithm: [3F 2L' 3F', L2]
5,7,13  algorithm: 
5,7,14  algorithm: 
5,7,15  algorithm: 
5,7,16  algorithm: 
5,7,17  algorithm: B2 [L2,2U' 3L2 2U] B2
5,7,18  algorithm: [3F 2L 3F', L2]
5,7,19  algorithm: [L2,2U' 3L2 2U]
5,7,20  algorithm: [3F' 2R 3F, L2]
5,7,21  algorithm: [2D' 3L 2D, L2]
5,7,22  algorithm: [L2,3B' 2R2 3B]
5,7,23  algorithm: D' [L2,3B' 2R2 3B] D
5,7,24  algorithm: [3F 2L2 3F', L2]
5,8,9  algorithm: [2B' 3L' 2B,L']
5,8,10  algorithm: [3D' 2R2 3D,L']
5,8,11  algorithm: [2B 3R' 2B',L']
5,8,12  algorithm: [L,3B 2L 3B']
5,8,13  algorithm: [2U2,R' 3D2 R]
5,8,14  algorithm: R' [2U2,R' 3D2 R] R
5,8,15  algorithm: [3B2,R' 2B2 R]
5,8,16  algorithm: [R 2U2 R', 3D2]
5,8,17  algorithm: [2B 3R 2B',L']
5,8,18  algorithm: [3D 2L2 3D',L']
5,8,19  algorithm: [2B' 3L 2B,L']
5,8,20  algorithm: [B 2U B', 3D']
5,8,21  algorithm: [2B' 3L2 2B,L']
5,8,22  algorithm: [3D' 2R' 3D,L']
5,8,23  algorithm: D2 [2B' 3L2 2B,L'] D2
5,8,24  algorithm: [3D 2L' 3D',L']
5,9,10  algorithm: F [F',2R 3B' 2R'] F'
5,9,11  algorithm: L2 [F2,2U' 3F2 2U] L2
5,9,12  algorithm: [2L 3B 2L',F']
5,9,13  algorithm: [R2 3B2 R2,2U']
5,9,14  algorithm: [F 3U F',2U']
5,9,15  algorithm: [R' 2U R,3B2]
5,9,16  algorithm: [F' 3D' F,2U']
5,9,17  algorithm: B [B 3L2 B',2U'] B'
5,9,18  algorithm: [B 3L2 B',2U']
5,9,19  algorithm: [2D L2 2D',3L2]
5,9,20  algorithm: [B' 3L2 B,2U']
5,9,21  algorithm: [2F L 2F',3L]
5,9,22  algorithm: [3L D' 3L',2U']
5,9,23  algorithm: [3L D2 3L',2U']
5,9,24  algorithm: [3L D 3L',2U']
5,10,11  algorithm: [F',2R 3B' 2R']
5,10,12  algorithm: L' [F2,3U' 2B2 3U] L
5,10,13  algorithm: [L 3U L',2U2]
5,10,14  algorithm: [L' 2B2 L,3U']
5,10,15  algorithm: [2U' F' 2U,3B2]
5,10,16  algorithm: F' [F' 3D' F,2U'] F
5,10,17  algorithm: [L 3U L',2U']
5,10,18  algorithm: [B' 2U B,3U2]
5,10,19  algorithm: F' [2D L2 2D',3L2] F
5,10,20  algorithm: [3D L' 3D',2R2]
5,10,21  algorithm: F' [2F L 2F',3L] F
5,10,22  algorithm: [3F L2 3F',2R']
5,10,23  algorithm: F' [3L D2 3L',2U'] F
5,10,24  algorithm: [2U' F' 2U,3B']
5,11,12  algorithm: [F',2D 3B2 2D']
5,11,13  algorithm: F2 [R2 3B2 R2,2U'] F2
5,11,14  algorithm: F2 [F 3U F',2U'] F2
5,11,15  algorithm: [2U' F2 2U,3B2]
5,11,16  algorithm: F2 [F' 3D' F,2U'] F2
5,11,17  algorithm: [F' 2U F,3R2]
5,11,18  algorithm: F2 [B 3L2 B',2U'] F2
5,11,19  algorithm: F2 [2D L2 2D',3L2] F2
5,11,20  algorithm: F2 [B' 3L2 B,2U'] F2
5,11,21  algorithm: F2 [2F L 2F',3L] F2
5,11,22  algorithm: F2 [3L D' 3L',2U'] F2
5,11,23  algorithm: [2B' L' 2B,3R']
5,11,24  algorithm: [2U' F2 2U,3B']
5,12,13  algorithm: [L' 3D' L,2U2]
5,12,14  algorithm: F [F 3U F',2U'] F'
5,12,15  algorithm: [2U' F 2U,3B2]
5,12,16  algorithm: [L 2F2 L',3D]
5,12,17  algorithm: [L' 3D' L,2U']
5,12,18  algorithm: [3U' L 3U,2L2]
5,12,19  algorithm: F [2D L2 2D',3L2] F'
5,12,20  algorithm: [B 2U B',3D2]
5,12,21  algorithm: F [2F L 2F',3L] F'
5,12,22  algorithm: F [3L D' 3L',2U'] F'
5,12,23  algorithm: F [3L D2 3L',2U'] F'
5,12,24  algorithm: [U' 3B U,2L]
5,13,14  algorithm: R [L' 2B2 L,3B2] R'
5,13,15  algorithm: 
5,13,16  algorithm: [2U2,L' 3D2 L]
5,13,17  algorithm: B [R 3U R',2U2] B'
5,13,18  algorithm: [R 3U R',2U2]
5,13,19  algorithm: B' [R 3U R',2U2] B
5,13,20  algorithm: [R' 3D' R,2U2]
5,13,21  algorithm: [3F D 3F',2U2]
5,13,22  algorithm: [L' 3F' L,2U2]
5,13,23  algorithm: [3F D' 3F',2U2]
5,13,24  algorithm: [3F D2 3F',2U2]
5,14,15  algorithm: [L' 2B2 L,3B2]
5,14,16  algorithm: 
5,14,17  algorithm: [R 3B2 R',2U']
5,14,18  algorithm: [B' 2U B,3U']
5,14,19  algorithm: B2 [R 3B2 R',2U'] B2
5,14,20  algorithm: R' [R' 3D' R,2U2] R
5,14,21  algorithm: R' [3F D 3F',2U2] R
5,14,22  algorithm: R' [L' 3F' L,2U2] R
5,14,23  algorithm: [D 3B D',2B']
5,14,24  algorithm: [R' 2U2 R,3B']
5,15,16  algorithm: [3B2,L 2F2 L']
5,15,17  algorithm: [2D B2 2D',3B2]
5,15,18  algorithm: [2D B 2D',3B2]
5,15,19  algorithm: [L' 2D' L,3B2]
5,15,20  algorithm: [2D B' 2D',3B2]
5,15,21  algorithm: [R 2F' R',3B2]
5,15,22  algorithm: R2 [L' 3F' L,2U2] R2
5,15,23  algorithm: [R' 2B R,3B2]
5,15,24  algorithm: R2 [3F D2 3F',2U2] R2
5,16,17  algorithm: [R' 3B2 R,2U']
5,16,18  algorithm: R [R 3U R',2U2] R'
5,16,19  algorithm: R' [L' 2D' L,3B2] R
5,16,20  algorithm: [B 2U B',3D]
5,16,21  algorithm: [D' 3B D,2F]
5,16,22  algorithm: R [L' 3F' L,2U2] R'
5,16,23  algorithm: R [3F D' 3F',2U2] R'
5,16,24  algorithm: [R 2U2 R',3B']
5,17,18  algorithm: [2L' 3B 2L, B]
5,17,19  algorithm: [2D' 3B2 2D, B2]
5,17,20  algorithm: [2R' 3B' 2R,B']
5,17,21  algorithm: [3R D2 3R',2U]
5,17,22  algorithm: [3R D 3R',2U]
5,17,23  algorithm: [F' 3R' F,2U]
5,17,24  algorithm: [3R D' 3R',2U]
5,18,19  algorithm: [2D' 3B2 2D, B]
5,18,20  algorithm: [2R' 3B' 2R, B2]
5,18,21  algorithm: B' [3R D2 3R',2U] B
5,18,22  algorithm: B' [3R D 3R',2U] B
5,18,23  algorithm: B' [F' 3R' F,2U] B
5,18,24  algorithm: [U' 3B U,2L']
5,19,20  algorithm: [2R' 3B' 2R, B]
5,19,21  algorithm: [2F L 2F',3L']
5,19,22  algorithm: B2 [3R D 3R',2U] B2
5,19,23  algorithm: B2 [F' 3R' F,2U] B2
5,19,24  algorithm: [2U B2 2U',3B']
5,20,21  algorithm: B [3R D2 3R',2U] B'
5,20,22  algorithm: [3F L2 3F',2R]
5,20,23  algorithm: B [F' 3R' F,2U] B'
5,20,24  algorithm: [2U B 2U',3B']
5,21,22  algorithm: [D',3L' 2U' 3L]
5,21,23  algorithm: [3R' 2U 3R, D2]
5,21,24  algorithm: [L 2F L', 3B']
5,22,23  algorithm: [D',3F' 2U2 3F]
5,22,24  algorithm: [D2,3F' 2U2 3F]
5,23,24  algorithm: [L' 2B' L,3B']
6,7,9  algorithm: [2D' 3L2 2D, L]
6,7,10  algorithm: [3U',F 2D F']
6,7,11  algorithm: [F' 3U' F,2D]
6,7,12  algorithm: [3F 2L' 3F', L]
6,7,13  algorithm: [R' 2F2 R,3F2]
6,7,14  algorithm: [3U2,R 2D2 R']
6,7,15  algorithm: [R' 3U2 R,2D2]
6,7,16  algorithm: L' [R' 3B2 R,2F2] L
6,7,17  algorithm: [L',2F 3R' 2F']
6,7,18  algorithm: [3F 2L 3F', L]
6,7,19  algorithm: [B' 3U B,2D']
6,7,20  algorithm: [L',3U' 2R2 3U]
6,7,21  algorithm: [2D' 3L 2D, L]
6,7,22  algorithm: [D' 2F' D,3F']
6,7,23  algorithm: [L',2F 3R2 2F']
6,7,24  algorithm: [3F 2L2 3F', L]
6,8,9  algorithm: [2B' 3L' 2B, L2]
6,8,10  algorithm: [3D' 2R2 3D, L2]
6,8,11  algorithm: F [L2,3U 2L2 3U'] F'
6,8,12  algorithm: [L2,3U 2L2 3U']
6,8,13  algorithm: 
6,8,14  algorithm: 
6,8,15  algorithm: 
6,8,16  algorithm: 
6,8,17  algorithm: B' [L2,3U' 2R2 3U] B
6,8,18  algorithm: [3D 2L2 3D', L2]
6,8,19  algorithm: [2B' 3L 2B, L2]
6,8,20  algorithm: [L2,3U' 2R2 3U]
6,8,21  algorithm: [2B' 3L2 2B, L2]
6,8,22  algorithm: [3D' 2R' 3D, L2]
6,8,23  algorithm: D2 [2B' 3L2 2B, L2] D2
6,8,24  algorithm: [3D 2L' 3D', L2]
6,9,10  algorithm: [L' 2U L,3U]
6,9,11  algorithm: [3R 2F 3R', F2]
6,9,12  algorithm: [3D 2F2 3D',F']
6,9,13  algorithm: [L 3F2 L',2U']
6,9,14  algorithm: [L' 2U L,3U2]
6,9,15  algorithm: L' [R' 2U R,3B2] L
6,9,16  algorithm: [3U' F 3U,2F2]
6,9,17  algorithm: [B 3U B',2U2]
6,9,18  algorithm: [L' 2U L,3U']
6,9,19  algorithm: [2D L 2D',3L2]
6,9,20  algorithm: L' [B' 3L2 B,2U'] L
6,9,21  algorithm: [3U' F 3U,2F]
6,9,22  algorithm: L' [3L D' 3L',2U'] L
6,9,23  algorithm: L' [3L D2 3L',2U'] L
6,9,24  algorithm: L' [3L D 3L',2U'] L
6,10,11  algorithm: [3R 2F 3R', F]
6,10,12  algorithm: [3D 2F2 3D', F2]
6,10,13  algorithm: [F' 2U F,3U']
6,10,14  algorithm: [R2 2F2 R2,3U']
