2,7,20  algorithm: [3B L2 3B',2R']
2,7,21  algorithm: U' [2B L 2B',3L2] U
2,7,22  algorithm: [3B L2 3B',2R2]
2,7,23  algorithm: U' [U' 3F U,2B2] U
2,7,24  algorithm: L' [U 2F U',3B2] L
2,8,9  algorithm: U' [3D F' 3D',2B] U
2,8,10  algorithm: [3B L 3B',2R]
2,8,11  algorithm: U' [3D F 3D',2B] U
2,8,12  algorithm: [2L' U2 2L,3D]
2,8,13  algorithm: U' [R' 3D2 R,2B] U
2,8,14  algorithm: [R 3B' R',2B2]
2,8,15  algorithm: [U' 2B' U,3B]
2,8,16  algorithm: [2F' U 2F,3D2]
2,8,17  algorithm: U' [3D' B' 3D,2B] U
2,8,18  algorithm: U' [3D' B2 3D,2B] U
2,8,19  algorithm: U' [D' 2B' D,3L] U
2,8,20  algorithm: [3B L 3B',2R']
2,8,21  algorithm: U' [D' 2B' D,3L2] U
2,8,22  algorithm: [3B L 3B',2R2]
2,8,23  algorithm: [U 3R2 U',2B]
2,8,24  algorithm: [U' 2B' U,3B2]
2,9,10  algorithm: [U' 3L' U,2R]
2,9,11  algorithm: U [F2,3L 2F2 3L'] U'
2,9,12  algorithm: [2L 3B2 2L',F']
2,9,13  algorithm: [3F' U2 3F,2U']
2,9,14  algorithm: U' [D' 3L' D,2B] U
2,9,15  algorithm: [2R' F 2R,3B]
2,9,16  algorithm: U' [2U' R 2U,3L] U
2,9,17  algorithm: [3R' U 3R,2U2]
2,9,18  algorithm: U' [B' 2U2 B,3L] U
2,9,19  algorithm: [B 2R B',3L2]
2,9,20  algorithm: [U' 3L' U,2R']
2,9,21  algorithm: [U 2F2 U',3L]
2,9,22  algorithm: [U' 3L' U,2R2]
2,9,23  algorithm: U' [D' 3L' D,2B2] U
2,9,24  algorithm: [2R' F 2R,3B2]
2,10,11  algorithm: U' [F',3U' 2B' 3U] U
2,10,12  algorithm: U2 [F2,2R' 3F2 2R] U2
2,10,13  algorithm: [3U' R 3U,2R']
2,10,14  algorithm: [B' 3U B,2R']
2,10,15  algorithm: [D' 2R D,3B]
2,10,16  algorithm: [3U' R2 3U,2R']
2,10,17  algorithm: [B 3U2 B',2R']
2,10,18  algorithm: [2L U2 2L',3U2]
2,10,19  algorithm: [B' 3U2 B,2R']
2,10,20  algorithm: [B2 3U2 B2,2R']
2,10,21  algorithm: [F' 3L' F,2R']
2,10,22  algorithm: U' [U' 3F2 U,2R'] U
2,10,23  algorithm: [F 3R F',2R']
2,10,24  algorithm: [D' 2R D,3B2]
2,11,12  algorithm: [F',2D 3B' 2D']
2,11,13  algorithm: F2 [3F' U2 3F,2U'] F2
2,11,14  algorithm: U' [3L F2 3L',2B] U
2,11,15  algorithm: [L' 3B' L,2D]
2,11,16  algorithm: F' [3U' R2 3U,2R'] F
2,11,17  algorithm: [B' 2R B,3R2]
2,11,18  algorithm: F' [2L U2 2L',3U2] F
2,11,19  algorithm: [3L U' 3L',2D2]
2,11,20  algorithm: [U 3R U',2R']
2,11,21  algorithm: F2 [U 2F2 U',3L] F2
2,11,22  algorithm: [U 3R U',2R2]
2,11,23  algorithm: [U' 2B2 U,3R']
2,11,24  algorithm: [2R' F' 2R,3B2]
2,12,13  algorithm: F [3F' U2 3F,2U'] F'
2,12,14  algorithm: U' [3L F 3L',2B] U
2,12,15  algorithm: [2R' F2 2R,3B]
2,12,16  algorithm: [2F' U 2F,3D]
2,12,17  algorithm: F [3R' U 3R,2U2] F'
2,12,18  algorithm: U' [B 3L' B',2L2] U
2,12,19  algorithm: U' [U' 2L' U,3L] U
2,12,20  algorithm: [F' 2R F,3D2]
2,12,21  algorithm: U' [U' 2L' U,3L2] U
2,12,22  algorithm: F [U' 3L' U,2R2] F'
2,12,23  algorithm: U' [3L F 3L',2B2] U
2,12,24  algorithm: [2R' F2 2R,3B2]
2,13,14  algorithm: [3U 2R' 3U', R]
2,13,15  algorithm: [R2,3F 2R2 3F']
2,13,16  algorithm: [3D 2R 3D',R']
2,13,17  algorithm: [3R' U 3R,2U']
2,13,18  algorithm: B' [3R' U 3R,2U'] B
2,13,19  algorithm: U' [2B' R 2B,3L] U
2,13,20  algorithm: [3B' R2 3B,2R']
2,13,21  algorithm: U' [2B' R 2B,3L2] U
2,13,22  algorithm: [3B' R2 3B,2R2]
2,13,23  algorithm: U' [U' 3F' U,2B2] U
2,13,24  algorithm: D2 [3B' R2 3B,2R2] D2
2,14,15  algorithm: [U' 2B U,3B]
2,14,16  algorithm: [3D 2R 3D', R2]
2,14,17  algorithm: U' [3U' B 3U,2B'] U
2,14,18  algorithm: [2L U2 2L',3U']
2,14,19  algorithm: U' [D' 2B D,3L] U
2,14,20  algorithm: [3B' R 3B,2R']
2,14,21  algorithm: U' [D' 2B D,3L2] U
2,14,22  algorithm: [3B' R 3B,2R2]
2,14,23  algorithm: [U 3R2 U',2B']
2,14,24  algorithm: [U' 2B U,3B2]
2,15,16  algorithm: [3D 2R 3D', R]
2,15,17  algorithm: [2D B2 2D',3B']
2,15,18  algorithm: [2D B 2D',3B']
2,15,19  algorithm: [3L U' 3L',2D]
2,15,20  algorithm: [D' 3B D,2R']
2,15,21  algorithm: [R 2F' R',3B']
2,15,22  algorithm: [D' 3B D,2R2]
2,15,23  algorithm: [R' 2B R,3B']
2,15,24  algorithm: U' [U' 2L2 U,3B'] U
2,16,17  algorithm: R [3R' U 3R,2U'] R'
2,16,18  algorithm: R2 [2L U2 2L',3U'] R2
2,16,19  algorithm: U' [2B' R2 2B,3L] U
2,16,20  algorithm: [F' 2R F,3D]
2,16,21  algorithm: [U' 3L2 U,2F]
2,16,22  algorithm: [3B' R' 3B,2R2]
2,16,23  algorithm: R2 [U 3R2 U',2B'] R2
2,16,24  algorithm: [U 2F' U',3B2]
2,17,18  algorithm: [2L' 3B2 2L, B]
2,17,19  algorithm: [2D' 3B' 2D, B2]
2,17,20  algorithm: [B,2U' 3B 2U]
2,17,21  algorithm: D [U 3R' U',2R2] D'
2,17,22  algorithm: [U 3R' U',2R2]
2,17,23  algorithm: [U' 2B2 U,3R]
2,17,24  algorithm: [2R B' 2R',3B2]
2,18,19  algorithm: [2D' 3B' 2D, B]
2,18,20  algorithm: [B2,2L' 3B2 2L]
2,18,21  algorithm: U' [U' 2L U,3L2] U
2,18,22  algorithm: B' [U 3R' U',2R2] B
2,18,23  algorithm: U' [3L' B 3L,2B2] U
2,18,24  algorithm: [2R B2 2R',3B2]
2,19,20  algorithm: [U' 3L U,2R']
2,19,21  algorithm: [U 2F2 U',3L']
2,19,22  algorithm: [U' 3L U,2R2]
2,19,23  algorithm: U' [D' 3L D,2B2] U
2,19,24  algorithm: [2R B 2R',3B2]
2,20,21  algorithm: [B' 3L B,2R]
2,20,22  algorithm: U' [U' 3F2 U,2R] U
2,20,23  algorithm: [B 3R' B',2R]
2,20,24  algorithm: [D' 2R' D,3B2]
2,21,22  algorithm: [U' 3L2 U,2R2]
2,21,23  algorithm: 
2,21,24  algorithm: [U 2F2 U', 3B2]
2,22,23  algorithm: U' [U' 3F2 U,2B2] U
2,22,24  algorithm: 
2,23,24  algorithm: [U' 2B2 U,3B2]
3,4,5  algorithm: [U',3R 2U 3R']
3,4,6  algorithm: [2L' 3U 2L, U]
3,4,7  algorithm: [L' 2F' L,3F']
3,4,8  algorithm: [U',2F 3D2 2F']
3,4,9  algorithm: [3F 2U' 3F', U]
3,4,10  algorithm: [2L' 3U2 2L, U]
3,4,11  algorithm: [3R',F 2L F']
3,4,12  algorithm: [F' 3R' F,2L]
3,4,13  algorithm: [R' 2F R,3F]
3,4,14  algorithm: [2L' 3U' 2L, U]
3,4,15  algorithm: [U',3R' 2D' 3R]
3,4,16  algorithm: U2 [U',2B 3D2 2B'] U2
3,4,17  algorithm: U' [B' 2R B,3R] U
3,4,18  algorithm: [B' 3R B,2L']
3,4,19  algorithm: [U',3R' 2D2 3R]
3,4,20  algorithm: [U',2F 3D' 2F']
3,4,21  algorithm: U' [D' 3B2 D,2F2] U
3,4,22  algorithm: [D' 2F2 D,3F2]
3,4,23  algorithm: [3R2,D 2L2 D']
3,4,24  algorithm: [D' 3R2 D,2L2]
3,5,6  algorithm: [U' 3B' U,2F]
3,5,7  algorithm: U [L2,3B 2L2 3B'] U'
3,5,8  algorithm: [2B 3R2 2B',L']
3,5,9  algorithm: [3L' U2 3L,2U']
3,5,10  algorithm: U' [D' 3B' D,2R] U
3,5,11  algorithm: [2F' L 2F,3R]
3,5,12  algorithm: U' [2U' F 2U,3B] U
3,5,13  algorithm: [3F' U 3F,2U2]
3,5,14  algorithm: U2 [U 3B' U',2B] U2
3,5,15  algorithm: [R 2F R',3B2]
3,5,16  algorithm: [U' 3B' U,2F']
3,5,17  algorithm: [F' 3R F,2U]
3,5,18  algorithm: U' [2U B' 2U',3B] U
3,5,19  algorithm: U2 [2B L' 2B',3L] U2
3,5,20  algorithm: U' [2U B 2U',3B] U
3,5,21  algorithm: [U' 3B' U,2F2]
3,5,22  algorithm: U' [D' 3B' D,2R2] U
3,5,23  algorithm: [2F' L 2F,3R2]
3,5,24  algorithm: [U 2L2 U',3B]
3,6,7  algorithm: U' [L',3U' 2R' 3U] U
3,6,8  algorithm: U2 [L2,2F' 3L2 2F] U2
3,6,9  algorithm: [3U' F 3U,2F']
3,6,10  algorithm: [R' 3U R,2F']
3,6,11  algorithm: [D' 2F D,3R]
3,6,12  algorithm: [3U' F2 3U,2F']
3,6,13  algorithm: [R 3U2 R',2F']
3,6,14  algorithm: [2B U2 2B',3U2]
3,6,15  algorithm: [R' 3U2 R,2F']
3,6,16  algorithm: [U2 3L2 U2,2F']
3,6,17  algorithm: [3U B 3U',2F']
3,6,18  algorithm: [2L U 2L',3U]
3,6,19  algorithm: [3U B' 3U',2F']
3,6,20  algorithm: [3U B2 3U',2F']
3,6,21  algorithm: U2 [2B L2 2B',3L2] U2
3,6,22  algorithm: [L 3F L',2F']
3,6,23  algorithm: [D' 2F D,3R2]
3,6,24  algorithm: [L' 3B' L,2F']
3,7,8  algorithm: [L',2D 3R' 2D']
3,7,9  algorithm: U2 [2B L 2B',3L'] U2
3,7,10  algorithm: U' [3B L2 3B',2R] U
3,7,11  algorithm: [B' 3R' B,2D]
3,7,12  algorithm: L' [3U' F2 3U,2F'] L
3,7,13  algorithm: [R' 2F R,3F2]
3,7,14  algorithm: U2 [U' 3F U,2B] U2
3,7,15  algorithm: [3B U' 3B',2D2]
3,7,16  algorithm: [U 3F U',2F']
3,7,17  algorithm: [2F' L' 2F,3R']
3,7,18  algorithm: L' [2L U 2L',3U] L
3,7,19  algorithm: [3L U2 3L',2D']
